Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
19/06/2020,ID-KT,Kalimantan Tengah,0,0,0,0,734,43,244,447,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,1.134.176.536,-1.602.484.653,0.00,285.57,0.00,16.73,5.86%,33.24%,0.00,0.00
19/06/2020,ID-KI,Kalimantan Timur,12,0,3,9,414,4,311,99,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,1.164.684.405,0.45385803,3.38,116.55,0.00,1.13,0.97%,75.12%,1.50,1.00
19/06/2020,ID-KU,Kalimantan Utara,2,0,2,0,173,2,149,22,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,1.162.188.791,2.891.012.621,3.08,266.81,0.00,3.08,1.16%,86.13%,,1.00
19/06/2020,ID-BB,Kepulauan Bangka Belitung,0,0,6,-6,147,2,107,38,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,1.065.499.324,-2.447.444.127,0.00,106.54,0.00,1.45,1.36%,72.79%,1.00,1.00
19/06/2020,ID-KR,Kepulauan Riau,0,0,11,-11,258,15,180,63,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261.746,3.916.346,0.00,133.72,0.00,7.77,5.81%,69.77%,0.00,1.00
19/06/2020,ID-LA,Lampung,1,0,2,-1,171,12,116,43,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,1.050.214.366,-4.916.792.975,0.11,18.80,0.00,1.32,7.02%,67.84%,0.50,1.00
19/06/2020,ID-MA,Maluku,10,0,23,-13,544,13,135,396,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576.792,-3.192.572,5.41,294.52,0.00,7.04,2.39%,24.82%,0.71,1.00
19/06/2020,ID-MU,Maluku Utara,40,1,2,37,383,23,51,309,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,1.275.391.072,0.212036949,30.59,292.86,0.76,17.59,6.01%,13.32%,1.90,
19/06/2020,ID-NB,Nusa Tenggara Barat,14,0,19,-5,1020,43,693,284,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,1.175.086.257,-8.606.998.866,2.66,193.54,0.00,8.16,4.22%,67.94%,0.47,0.00
19/06/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,108,1,40,67,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592.271,-8.682.205,0.00,19.96,0.00,0.18,0.93%,37.04%,1.00,1.00
19/06/2020,ID-PA,Papua,18,0,0,18,1367,7,297,1063,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,13.869.603,-466.620.953,4.15,314.95,0.00,1.61,0.51%,21.73%,0.46,1.00
19/06/2020,ID-PB,Papua Barat,3,0,8,-5,222,2,126,94,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,1.329.762.624,-2.045.160.182,2.63,194.62,0.00,1.75,0.90%,56.76%,0.60,1.00
19/06/2020,ID-RI,Riau,8,0,0,8,141,8,114,19,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,1.018.051.092,0.511647851,1.32,23.21,0.00,1.32,5.67%,80.85%,1.33,1.00
19/06/2020,ID-SR,Sulawesi Barat,0,0,1,-1,104,2,77,25,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,1.193.450.194,-2.461.746.053,0.00,66.67,0.00,1.28,1.92%,74.04%,0.00,1.00
19/06/2020,ID-SN,Sulawesi Selatan,211,0,43,168,3566,122,1168,2276,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,1.201.620.559,-3.731.080.714,22.38,378.28,0.00,12.94,3.42%,32.75%,1.27,1.00
19/06/2020,ID-ST,Sulawesi Tengah,1,0,0,1,173,4,130,39,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,1.212.010.927,-100.413.668,0.34,58.53,0.00,1.35,2.31%,75.14%,,1.00
19/06/2020,ID-SG,Sulawesi Tenggara,3,0,1,2,329,5,204,120,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070.311,-4.124.688.793,1.14,124.84,0.00,1.90,1.52%,62.01%,0.09,1.00
19/06/2020,ID-SA,Sulawesi Utara,23,0,8,15,782,70,136,576,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,1.245.212.396,1.259.638.212,8.71,296.00,0.00,26.50,8.95%,17.39%,0.92,0.00
19/06/2020,ID-SB,Sumatera Barat,4,0,11,-7,700,30,493,177,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,1.004.650.624,-0.850253225,0.72,126.83,0.00,5.44,4.29%,70.43%,0.80,1.00
19/06/2020,ID-SS,Sumatera Selatan,74,1,31,42,1669,64,738,867,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,1.041.694.647,-3.216.211.808,9.01,203.10,0.12,7.79,3.83%,44.22%,1.32,0.50
19/06/2020,ID-SU,Sumatera Utara,31,0,16,15,1017,66,250,701,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,9.905.196.442,2.191.894.453,2.08,68.37,0.00,4.44,6.49%,24.58%,1.35,1.00
20/06/2020,ID-AC,Aceh,1,0,0,1,39,2,20,17,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,9.691.052.174,4.225.614.628,0.19,7.43,0.00,0.38,5.13%,51.28%,,1.00
20/06/2020,ID-BA,Bali,36,1,20,15,1002,5,579,418,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,1.151.317.136,-8.369.471.688,8.54,237.66,0.24,1.19,0.50%,57.78%,0.44,
20/06/2020,ID-BT,Banten,15,0,31,-16,1287,78,569,640,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,1.061.090.043,-6.456.736.388,1.40,120.03,0.00,7.27,6.06%,44.21%,3.00,1.00
20/06/2020,ID-BE,Bengkulu,9,0,3,6,116,8,71,37,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,1.023.384.213,-3.533.583.627,4.50,58.01,0.00,4.00,6.90%,61.21%,4.50,1.00
20/06/2020,ID-JK,DKI Jakarta,196,8,122,66,9316,566,4771,3979,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,1.068.361.183,-6.204.698.991,18.07,858.92,0.74,52.18,6.08%,51.21%,1.44,
20/06/2020,ID-YO,Daerah Istimewa Yogyakarta,8,0,0,8,270,8,231,31,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,1.104.448.783,-789.450.185,2.20,74.36,0.00,2.20,2.96%,85.56%,8.00,1.00
20/06/2020,ID-GO,Gorontalo,0,0,13,-13,220,8,138,74,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,1.223.760.581,0.687002604,0.00,186.34,0.00,6.78,3.64%,62.73%,0.00,1.00
20/06/2020,IDN,Indonesia,1226,56,534,636,45029,2429,17883,24717,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921.327,-0.789275,4.62,169.80,0.21,9.16,5.39%,39.71%,1.18,1.65
20/06/2020,ID-JA,Jambi,0,0,0,0,111,0,46,65,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,1.027.236.404,-169.769.766,0.00,31.77,0.00,0.00,0.00%,41.44%,0.00,1.00
20/06/2020,ID-JB,Jawa Barat,17,0,0,17,2828,166,1257,1405,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,1.076.037.083,-6.920.432.083,0.38,62.62,0.00,3.68,5.87%,44.45%,0.27,1.00
20/06/2020,ID-JT,Jawa Tengah,98,0,24,74,2557,135,917,1505,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,1.102.011.149,-7.259.097.177,2.69,70.32,0.00,3.71,5.28%,35.86%,1.23,0.00
20/06/2020,ID-JI,Jawa Timur,385,20,103,262,9339,697,2652,5990,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,1.127.329.414,-7.723.345.579,9.51,230.71,0.49,17.22,7.46%,28.40%,2.77,1.43
20/06/2020,ID-KB,Kalimantan Barat,2,0,9,-7,295,2,194,99,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,1.111.211.776,-0.086474572,0.37,54.40,0.00,0.37,0.68%,65.76%,0.14,1.00
20/06/2020,ID-KS,Kalimantan Selatan,84,10,25,49,2474,165,385,1924,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,1.154.385.783,-2.993.594.979,20.88,614.96,2.49,41.01,6.67%,15.56%,1.27,3.33
20/06/2020,ID-KT,Kalimantan Tengah,26,2,10,14,760,45,254,461,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,1.134.176.536,-1.602.484.653,10.12,295.69,0.78,17.51,5.92%,33.42%,,
20/06/2020,ID-KI,Kalimantan Timur,6,0,6,0,420,4,317,99,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,1.164.684.405,0.45385803,1.69,118.24,0.00,1.13,0.95%,75.48%,0.50,1.00
20/06/2020,ID-KU,Kalimantan Utara,2,0,0,2,175,2,149,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,1.162.188.791,2.891.012.621,3.08,269.89,0.00,3.08,1.14%,85.14%,1.00,1.00
20/06/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,148,2,107,39,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,1.065.499.324,-2.447.444.127,0.72,107.26,0.00,1.45,1.35%,72.30%,,1.00
20/06/2020,ID-KR,Kepulauan Riau,1,0,2,-1,259,15,182,62,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261.746,3.916.346,0.52,134.24,0.00,7.77,5.79%,70.27%,,1.00
20/06/2020,ID-LA,Lampung,8,0,5,3,179,12,121,46,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,1.050.214.366,-4.916.792.975,0.88,19.68,0.00,1.32,6.70%,67.60%,8.00,1.00
20/06/2020,ID-MA,Maluku,37,0,25,12,581,13,160,408,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576.792,-3.192.572,20.03,314.55,0.00,7.04,2.24%,27.54%,3.70,1.00
20/06/2020,ID-MU,Maluku Utara,17,0,5,12,400,23,56,321,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,1.275.391.072,0.212036949,13.00,305.86,0.00,17.59,5.75%,14.00%,0.43,0.00
20/06/2020,ID-NB,Nusa Tenggara Barat,29,1,21,7,1049,44,714,291,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,1.175.086.257,-8.606.998.866,5.50,199.04,0.19,8.35,4.19%,68.06%,2.07,
20/06/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,108,1,40,67,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592.271,-8.682.205,0.00,19.96,0.00,0.18,0.93%,37.04%,1.00,1.00
20/06/2020,ID-PA,Papua,12,0,0,12,1379,7,297,1075,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,13.869.603,-466.620.953,2.76,317.72,0.00,1.61,0.51%,21.54%,0.67,1.00
20/06/2020,ID-PB,Papua Barat,0,0,2,-2,222,2,128,92,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,1.329.762.624,-2.045.160.182,0.00,194.62,0.00,1.75,0.90%,57.66%,0.00,1.00
20/06/2020,ID-RI,Riau,0,0,2,-2,141,8,116,17,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,1.018.051.092,0.511647851,0.00,23.21,0.00,1.32,5.67%,82.27%,0.00,1.00
20/06/2020,ID-SR,Sulawesi Barat,0,0,0,0,104,2,77,25,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,1.193.450.194,-2.461.746.053,0.00,66.67,0.00,1.28,1.92%,74.04%,1.00,1.00
20/06/2020,ID-SN,Sulawesi Selatan,114,15,76,23,3680,137,1244,2299,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,1.201.620.559,-3.731.080.714,12.09,390.37,1.59,14.53,3.72%,33.80%,0.54,
20/06/2020,ID-ST,Sulawesi Tengah,0,0,1,-1,173,4,131,38,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,1.212.010.927,-100.413.668,0.00,58.53,0.00,1.35,2.31%,75.72%,0.00,1.00
20/06/2020,ID-SG,Sulawesi Tenggara,3,0,10,-7,332,5,214,113,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070.311,-4.124.688.793,1.14,125.97,0.00,1.90,1.51%,64.46%,1.00,1.00
20/06/2020,ID-SA,Sulawesi Utara,24,0,3,21,806,70,139,597,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,1.245.212.396,1.259.638.212,9.08,305.09,0.00,26.50,8.68%,17.25%,1.04,1.00
20/06/2020,ID-SB,Sumatera Barat,3,0,4,-1,703,30,497,176,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,1.004.650.624,-0.850253225,0.54,127.37,0.00,5.44,4.27%,70.70%,0.75,1.00
20/06/2020,ID-SS,Sumatera Selatan,51,3,9,39,1720,67,747,906,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,1.041.694.647,-3.216.211.808,6.21,209.31,0.37,8.15,3.90%,43.43%,0.69,3.00
20/06/2020,ID-SU,Sumatera Utara,58,2,5,51,1075,68,255,752,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,9.905.196.442,2.191.894.453,3.90,72.27,0.13,4.57,6.33%,23.72%,1.87,
21/06/2020,ID-AC,Aceh,10,0,0,10,49,2,20,27,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,9.691.052.174,4.225.614.628,1.91,9.34,0.00,0.38,4.08%,40.82%,10.00,1.00
21/06/2020,ID-BA,Bali,36,2,17,17,1038,7,596,435,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,1.151.317.136,-8.369.471.688,8.54,246.19,0.47,1.66,0.67%,57.42%,1.00,2.00
21/06/2020,ID-BT,Banten,9,0,1,8,1296,78,570,648,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,1.061.090.043,-6.456.736.388,0.84,120.87,0.00,7.27,6.02%,43.98%,0.60,1.00
21/06/2020,ID-BE,Bengkulu,0,1,1,-2,116,9,72,35,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,1.023.384.213,-3.533.583.627,0.00,58.01,0.50,4.50,7.76%,62.07%,0.00,
21/06/2020,ID-JK,DKI Jakarta,142,1,233,-92,9458,567,5004,3887,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,1.068.361.183,-6.204.698.991,13.09,872.01,0.09,52.28,5.99%,52.91%,0.72,0.13
21/06/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,7,-4,273,8,238,27,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,1.104.448.783,-789.450.185,0.83,75.19,0.00,2.20,2.93%,87.18%,0.38,1.00
21/06/2020,ID-GO,Gorontalo,7,0,1,6,227,8,139,80,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,1.223.760.581,0.687002604,5.93,192.27,0.00,6.78,3.52%,61.23%,,1.00
21/06/2020,IDN,Indonesia,862,36,521,305,45891,2465,18404,25022,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921.327,-0.789275,3.25,173.05,0.14,9.30,5.37%,40.10%,0.70,0.64
21/06/2020,ID-JA,Jambi,0,0,0,0,111,0,46,65,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,1.027.236.404,-169.769.766,0.00,31.77,0.00,0.00,0.00%,41.44%,1.00,1.00
21/06/2020,ID-JB,Jawa Barat,22,0,2,20,2850,166,1259,1425,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,1.076.037.083,-6.920.432.083,0.49,63.11,0.00,3.68,5.82%,44.18%,1.29,1.00
21/06/2020,ID-JT,Jawa Tengah,99,0,28,71,2656,135,945,1576,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,1.102.011.149,-7.259.097.177,2.72,73.04,0.00,3.71,5.08%,35.58%,1.01,1.00
21/06/2020,ID-JI,Jawa Timur,91,17,125,-51,9430,714,2777,5939,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,1.127.329.414,-7.723.345.579,2.25,232.96,0.42,17.64,7.57%,29.45%,0.24,0.85
21/06/2020,ID-KB,Kalimantan Barat,0,0,21,-21,295,2,215,78,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,1.111.211.776,-0.086474572,0.00,54.40,0.00,0.37,0.68%,72.88%,0.00,1.00
21/06/2020,ID-KS,Kalimantan Selatan,94,2,10,82,2568,167,395,2006,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,1.154.385.783,-2.993.594.979,23.37,638.32,0.50,41.51,6.50%,15.38%,1.12,0.20
21/06/2020,ID-KT,Kalimantan Tengah,0,0,0,0,760,45,254,461,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,1.134.176.536,-1.602.484.653,0.00,295.69,0.00,17.51,5.92%,33.42%,0.00,0.00
21/06/2020,ID-KI,Kalimantan Timur,11,1,3,7,431,5,320,106,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,1.164.684.405,0.45385803,3.10,121.33,0.28,1.41,1.16%,74.25%,1.83,
21/06/2020,ID-KU,Kalimantan Utara,1,0,0,1,176,2,149,25,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,1.162.188.791,2.891.012.621,1.54,271.43,0.00,3.08,1.14%,84.66%,0.50,1.00
21/06/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,148,2,107,39,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,1.065.499.324,-2.447.444.127,0.00,107.26,0.00,1.45,1.35%,72.30%,0.00,1.00
21/06/2020,ID-KR,Kepulauan Riau,14,0,0,14,273,15,182,76,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261.746,3.916.346,7.26,141.49,0.00,7.77,5.49%,66.67%,14.00,1.00
21/06/2020,ID-LA,Lampung,1,0,0,1,180,12,121,47,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,1.050.214.366,-4.916.792.975,0.11,19.79,0.00,1.32,6.67%,67.22%,0.13,1.00
21/06/2020,ID-MA,Maluku,17,0,0,17,598,13,160,425,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576.792,-3.192.572,9.20,323.75,0.00,7.04,2.17%,26.76%,0.46,1.00
21/06/2020,ID-MU,Maluku Utara,11,0,0,11,411,23,56,332,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,1.275.391.072,0.212036949,8.41,314.27,0.00,17.59,5.60%,13.63%,0.65,1.00
21/06/2020,ID-NB,Nusa Tenggara Barat,5,0,7,-2,1054,44,721,289,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,1.175.086.257,-8.606.998.866,0.95,199.99,0.00,8.35,4.17%,68.41%,0.17,0.00
21/06/2020,ID-NT,Nusa Tenggara Timur,3,0,0,3,111,1,40,70,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592.271,-8.682.205,0.55,20.51,0.00,0.18,0.90%,36.04%,,1.00
21/06/2020,ID-PA,Papua,49,0,0,49,1428,7,297,1124,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,13.869.603,-466.620.953,11.29,329.01,0.00,1.61,0.49%,20.80%,4.08,1.00
21/06/2020,ID-PB,Papua Barat,2,0,0,2,224,2,128,94,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,1.329.762.624,-2.045.160.182,1.75,196.37,0.00,1.75,0.89%,57.14%,,1.00
21/06/2020,ID-RI,Riau,0,0,0,0,141,8,116,17,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,1.018.051.092,0.511647851,0.00,23.21,0.00,1.32,5.67%,82.27%,1.00,1.00
21/06/2020,ID-SR,Sulawesi Barat,0,0,0,0,104,2,77,25,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,1.193.450.194,-2.461.746.053,0.00,66.67,0.00,1.28,1.92%,74.04%,1.00,1.00
21/06/2020,ID-SN,Sulawesi Selatan,111,0,38,73,3791,137,1282,2372,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,1.201.620.559,-3.731.080.714,11.77,402.15,0.00,14.53,3.61%,33.82%,0.97,0.00
21/06/2020,ID-ST,Sulawesi Tengah,0,0,1,-1,173,4,132,37,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,1.212.010.927,-100.413.668,0.00,58.53,0.00,1.35,2.31%,76.30%,1.00,1.00
21/06/2020,ID-SG,Sulawesi Tenggara,0,0,3,-3,332,5,217,110,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070.311,-4.124.688.793,0.00,125.97,0.00,1.90,1.51%,65.36%,0.00,1.00
21/06/2020,ID-SA,Sulawesi Utara,45,0,3,42,851,70,142,639,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,1.245.212.396,1.259.638.212,17.03,322.12,0.00,26.50,8.23%,16.69%,1.88,1.00
21/06/2020,ID-SB,Sumatera Barat,4,0,6,-2,707,30,503,174,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,1.004.650.624,-0.850253225,0.72,128.10,0.00,5.44,4.24%,71.15%,1.33,1.00
21/06/2020,ID-SS,Sumatera Selatan,57,4,4,49,1777,71,751,955,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,1.041.694.647,-3.216.211.808,6.94,216.24,0.49,8.64,4.00%,42.26%,1.12,1.33
21/06/2020,ID-SU,Sumatera Utara,13,2,4,7,1088,70,259,759,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,9.905.196.442,2.191.894.453,0.87,73.14,0.13,4.71,6.43%,23.81%,0.22,1.00
22/06/2020,ID-AC,Aceh,0,0,0,0,49,2,20,27,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,9.691.052.174,4.225.614.628,0.00,9.34,0.00,0.38,4.08%,40.82%,0.00,1.00
